CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4811001,Wetaskiwin County No. 10,2010,Oil Production,m3,309715.30000
4811001,Wetaskiwin County No. 10,2011,Oil Production,m3,421930.80000
4811001,Wetaskiwin County No. 10,2012,Oil Production,m3,447414.10000
4811001,Wetaskiwin County No. 10,2013,Oil Production,m3,414917.30000
4811001,Wetaskiwin County No. 10,2014,Oil Production,m3,348690.50000
4811001,Wetaskiwin County No. 10,2015,Oil Production,m3,312032.40000
4811001,Wetaskiwin County No. 10,2016,Oil Production,m3,274802.10000
4811001,Wetaskiwin County No. 10,2017,Oil Production,m3,301745.00000
4811001,Wetaskiwin County No. 10,2018,Oil Production,m3,363230.10000
4811001,Wetaskiwin County No. 10,2019,Oil Production,m3,346631.50000
4811001,Wetaskiwin County No. 10,2020,Oil Production,m3,262800.00000
4811001,Wetaskiwin County No. 10,2021,Oil Production,m3,351306.20000
4811001,Wetaskiwin County No. 10,2022,Oil Production,m3,337394.60000
4817076,Northern Lights County,2003,Oil Production,m3,130061.40000
4817076,Northern Lights County,2004,Oil Production,m3,130100.50000
4817076,Northern Lights County,2005,Oil Production,m3,158736.00000
4817076,Northern Lights County,2006,Oil Production,m3,233318.00000
4817076,Northern Lights County,2007,Oil Production,m3,293778.00000
4817076,Northern Lights County,2008,Oil Production,m3,302798.30000
4817076,Northern Lights County,2009,Oil Production,m3,230865.30000
4817076,Northern Lights County,2010,Oil Production,m3,214289.30000
4817076,Northern Lights County,2011,Oil Production,m3,245534.50000
4817076,Northern Lights County,2012,Oil Production,m3,219566.30000
4817076,Northern Lights County,2013,Oil Production,m3,209770.40000
4817076,Northern Lights County,2014,Oil Production,m3,142185.20000
4817076,Northern Lights County,2015,Oil Production,m3,170553.60000
4817076,Northern Lights County,2016,Oil Production,m3,161584.30000
4817076,Northern Lights County,2017,Oil Production,m3,175980.90000
4817076,Northern Lights County,2018,Oil Production,m3,159096.20000
4817076,Northern Lights County,2019,Oil Production,m3,138898.00000
4817076,Northern Lights County,2020,Oil Production,m3,106173.40000
4817076,Northern Lights County,2021,Oil Production,m3,115522.90000
4817076,Northern Lights County,2022,Oil Production,m3,114326.50000
4817076,Northern Lights County,2023,Oil Production,m3,105787.20000
4813036,Thorhild County,2023,Oil Production,m3,168785.60000
4813036,Thorhild County,2003,Oil Production,m3,50070.60000
4813036,Thorhild County,2004,Oil Production,m3,46884.20000
4813036,Thorhild County,2005,Oil Production,m3,44802.00000
4813036,Thorhild County,2006,Oil Production,m3,46370.00000
4813036,Thorhild County,2007,Oil Production,m3,52092.00000
4813036,Thorhild County,2008,Oil Production,m3,53247.10000
4813036,Thorhild County,2009,Oil Production,m3,52464.10000
4813036,Thorhild County,2010,Oil Production,m3,59892.20000
4813036,Thorhild County,2011,Oil Production,m3,83030.20000
4813036,Thorhild County,2012,Oil Production,m3,91824.50000
4813036,Thorhild County,2013,Oil Production,m3,110202.90000
4813036,Thorhild County,2014,Oil Production,m3,86245.50000
4813036,Thorhild County,2015,Oil Production,m3,75537.70000
4813036,Thorhild County,2016,Oil Production,m3,60649.80000
4813036,Thorhild County,2017,Oil Production,m3,104730.70000
4813036,Thorhild County,2018,Oil Production,m3,88144.90000
4813036,Thorhild County,2019,Oil Production,m3,66883.30000
4813036,Thorhild County,2020,Oil Production,m3,62336.00000
4813036,Thorhild County,2021,Oil Production,m3,84050.40000
4813036,Thorhild County,2022,Oil Production,m3,132554.60000
4813044,Athabasca County,2003,Oil Production,m3,173.60000
4813044,Athabasca County,2004,Oil Production,m3,214.90000
4813044,Athabasca County,2005,Oil Production,m3,204.00000
4813044,Athabasca County,2006,Oil Production,m3,164.00000
4813044,Athabasca County,2007,Oil Production,m3,135.00000
4813044,Athabasca County,2008,Oil Production,m3,2084.30000
4813044,Athabasca County,2009,Oil Production,m3,4252.20000
4813044,Athabasca County,2010,Oil Production,m3,2996.10000
4813044,Athabasca County,2011,Oil Production,m3,2811.50000
4813044,Athabasca County,2012,Oil Production,m3,1627.60000
4813044,Athabasca County,2013,Oil Production,m3,2290.20000
4813044,Athabasca County,2014,Oil Production,m3,2150.40000
4813044,Athabasca County,2015,Oil Production,m3,1952.30000
4813044,Athabasca County,2016,Oil Production,m3,1354.70000
4813044,Athabasca County,2017,Oil Production,m3,672.10000
4813044,Athabasca County,2018,Oil Production,m3,2719.30000
4813044,Athabasca County,2019,Oil Production,m3,10971.30000
4813044,Athabasca County,2020,Oil Production,m3,26806.60000
4813044,Athabasca County,2021,Oil Production,m3,136287.00000
4813044,Athabasca County,2022,Oil Production,m3,230928.30000
4813044,Athabasca County,2023,Oil Production,m3,210542.80000
4817033,Lesser Slave River No.124,2023,Oil Production,m3,5020934.20000
4817033,Lesser Slave River No.124,2003,Oil Production,m3,426762.00000
4817033,Lesser Slave River No.124,2004,Oil Production,m3,386673.50000
4817033,Lesser Slave River No.124,2005,Oil Production,m3,347425.00000
4817033,Lesser Slave River No.124,2006,Oil Production,m3,342597.00000
4817033,Lesser Slave River No.124,2007,Oil Production,m3,374626.00000
4817033,Lesser Slave River No.124,2008,Oil Production,m3,356029.50000
4817033,Lesser Slave River No.124,2009,Oil Production,m3,326738.70000
4817033,Lesser Slave River No.124,2010,Oil Production,m3,343524.00000
4817033,Lesser Slave River No.124,2011,Oil Production,m3,296765.00000
4817033,Lesser Slave River No.124,2012,Oil Production,m3,347115.70000
4817033,Lesser Slave River No.124,2013,Oil Production,m3,365144.90000
4817033,Lesser Slave River No.124,2014,Oil Production,m3,292082.40000
4817033,Lesser Slave River No.124,2015,Oil Production,m3,231395.60000
4817033,Lesser Slave River No.124,2016,Oil Production,m3,200537.30000
4817033,Lesser Slave River No.124,2017,Oil Production,m3,274983.60000
4817033,Lesser Slave River No.124,2018,Oil Production,m3,627063.80000
4817033,Lesser Slave River No.124,2019,Oil Production,m3,1102964.40000
4817033,Lesser Slave River No.124,2020,Oil Production,m3,1412722.90000
4817033,Lesser Slave River No.124,2021,Oil Production,m3,2477691.30000
4817033,Lesser Slave River No.124,2022,Oil Production,m3,3867934.60000
4810058,Lamont County,2003,Oil Production,m3,253834.00000
4810058,Lamont County,2004,Oil Production,m3,197318.90000
4810058,Lamont County,2005,Oil Production,m3,159921.00000
4810058,Lamont County,2006,Oil Production,m3,142064.00000
4810058,Lamont County,2007,Oil Production,m3,118773.00000
4810058,Lamont County,2008,Oil Production,m3,116284.40000
4810058,Lamont County,2009,Oil Production,m3,94051.90000
4810058,Lamont County,2010,Oil Production,m3,122267.90000
4810058,Lamont County,2011,Oil Production,m3,153764.50000
4810058,Lamont County,2012,Oil Production,m3,196038.40000
4810058,Lamont County,2013,Oil Production,m3,193357.50000
4810058,Lamont County,2014,Oil Production,m3,176188.40000
4810058,Lamont County,2015,Oil Production,m3,130325.10000
4810058,Lamont County,2016,Oil Production,m3,104890.80000
4810058,Lamont County,2017,Oil Production,m3,114621.40000
4810058,Lamont County,2018,Oil Production,m3,126303.30000
4810058,Lamont County,2019,Oil Production,m3,129002.90000
4810058,Lamont County,2020,Oil Production,m3,120728.90000
4810058,Lamont County,2021,Oil Production,m3,128682.40000
4810058,Lamont County,2022,Oil Production,m3,197783.00000
4810058,Lamont County,2023,Oil Production,m3,178798.70000
4810048,Two Hills County No. 21,2023,Oil Production,m3,83026.20000
4810048,Two Hills County No. 21,2003,Oil Production,m3,135365.40000
4810048,Two Hills County No. 21,2004,Oil Production,m3,161631.90000
4810048,Two Hills County No. 21,2005,Oil Production,m3,212605.00000
4810048,Two Hills County No. 21,2006,Oil Production,m3,257581.00000
4810048,Two Hills County No. 21,2007,Oil Production,m3,357670.00000
4810048,Two Hills County No. 21,2008,Oil Production,m3,365841.30000
4810048,Two Hills County No. 21,2009,Oil Production,m3,305273.50000
4810048,Two Hills County No. 21,2010,Oil Production,m3,299780.90000
4810048,Two Hills County No. 21,2011,Oil Production,m3,421599.00000
4810048,Two Hills County No. 21,2012,Oil Production,m3,604194.30000
4810048,Two Hills County No. 21,2013,Oil Production,m3,775731.70000
4810048,Two Hills County No. 21,2014,Oil Production,m3,556685.70000
4810048,Two Hills County No. 21,2015,Oil Production,m3,396250.70000
4810048,Two Hills County No. 21,2016,Oil Production,m3,318119.70000
4810048,Two Hills County No. 21,2017,Oil Production,m3,256391.00000
4810048,Two Hills County No. 21,2018,Oil Production,m3,197713.20000
4810048,Two Hills County No. 21,2019,Oil Production,m3,165019.00000
4810048,Two Hills County No. 21,2020,Oil Production,m3,129798.80000
4810048,Two Hills County No. 21,2021,Oil Production,m3,117088.90000
4810048,Two Hills County No. 21,2022,Oil Production,m3,95032.50000
4814003,Yellowhead County,2003,Oil Production,m3,903324.10000
4814003,Yellowhead County,2004,Oil Production,m3,810542.00000
4814003,Yellowhead County,2005,Oil Production,m3,787077.00000
4814003,Yellowhead County,2006,Oil Production,m3,698405.00000
4814003,Yellowhead County,2007,Oil Production,m3,708039.00000
4814003,Yellowhead County,2008,Oil Production,m3,732497.10000
4814003,Yellowhead County,2009,Oil Production,m3,662629.00000
4814003,Yellowhead County,2010,Oil Production,m3,711505.30000
4814003,Yellowhead County,2011,Oil Production,m3,1118956.50000
4814003,Yellowhead County,2012,Oil Production,m3,1455493.50000
4814003,Yellowhead County,2013,Oil Production,m3,1429401.40000
4814003,Yellowhead County,2014,Oil Production,m3,1647410.00000
4814003,Yellowhead County,2015,Oil Production,m3,1398684.00000
4814003,Yellowhead County,2016,Oil Production,m3,1049727.90000
4814003,Yellowhead County,2017,Oil Production,m3,959115.20000
4814003,Yellowhead County,2018,Oil Production,m3,905351.80000
4814003,Yellowhead County,2019,Oil Production,m3,815963.70000
4814003,Yellowhead County,2020,Oil Production,m3,703886.20000
4814003,Yellowhead County,2021,Oil Production,m3,662882.70000
4814003,Yellowhead County,2022,Oil Production,m3,701202.00000
4814003,Yellowhead County,2023,Oil Production,m3,656474.20000
