CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4805026,Drumheller,2003,Oil Production,m3,3138.00000
4805026,Drumheller,2004,Oil Production,m3,3291.50000
4805026,Drumheller,2005,Oil Production,m3,5311.00000
4805026,Drumheller,2006,Oil Production,m3,5141.00000
4805026,Drumheller,2007,Oil Production,m3,5477.00000
4805026,Drumheller,2008,Oil Production,m3,4931.30000
4805026,Drumheller,2009,Oil Production,m3,3714.10000
4805026,Drumheller,2010,Oil Production,m3,5145.80000
4805026,Drumheller,2011,Oil Production,m3,3321.00000
4805026,Drumheller,2012,Oil Production,m3,3450.50000
4805026,Drumheller,2013,Oil Production,m3,4937.10000
4805026,Drumheller,2014,Oil Production,m3,5527.70000
4805026,Drumheller,2015,Oil Production,m3,6789.30000
4805026,Drumheller,2016,Oil Production,m3,4729.70000
4805026,Drumheller,2017,Oil Production,m3,4188.80000
4805026,Drumheller,2018,Oil Production,m3,6969.60000
4805026,Drumheller,2019,Oil Production,m3,30494.70000
4805026,Drumheller,2020,Oil Production,m3,33881.10000
4805026,Drumheller,2021,Oil Production,m3,41234.10000
4805026,Drumheller,2022,Oil Production,m3,56048.10000
4805026,Drumheller,2023,Oil Production,m3,135669.40000
4805031,Starland County,2023,Oil Production,m3,62571.80000
4805031,Starland County,2003,Oil Production,m3,123845.10000
4805031,Starland County,2004,Oil Production,m3,118083.40000
4805031,Starland County,2005,Oil Production,m3,103370.00000
4805031,Starland County,2006,Oil Production,m3,94602.00000
4805031,Starland County,2007,Oil Production,m3,85016.00000
4805031,Starland County,2008,Oil Production,m3,84206.20000
4805031,Starland County,2009,Oil Production,m3,78046.50000
4805031,Starland County,2010,Oil Production,m3,76579.60000
4805031,Starland County,2011,Oil Production,m3,85652.50000
4805031,Starland County,2012,Oil Production,m3,106486.40000
4805031,Starland County,2013,Oil Production,m3,134262.80000
4805031,Starland County,2014,Oil Production,m3,157199.00000
4805031,Starland County,2015,Oil Production,m3,151935.30000
4805031,Starland County,2016,Oil Production,m3,125999.00000
4805031,Starland County,2017,Oil Production,m3,107094.60000
4805031,Starland County,2018,Oil Production,m3,112846.80000
4805031,Starland County,2019,Oil Production,m3,90462.30000
4805031,Starland County,2020,Oil Production,m3,71896.50000
4805031,Starland County,2021,Oil Production,m3,73290.00000
4805031,Starland County,2022,Oil Production,m3,79010.30000
4805041,Kneehill County,2003,Oil Production,m3,325372.70000
4805041,Kneehill County,2004,Oil Production,m3,288785.10000
4805041,Kneehill County,2005,Oil Production,m3,229207.00000
4805041,Kneehill County,2006,Oil Production,m3,233550.00000
4805041,Kneehill County,2007,Oil Production,m3,227180.00000
4805041,Kneehill County,2008,Oil Production,m3,290449.00000
4805041,Kneehill County,2009,Oil Production,m3,269171.60000
4805041,Kneehill County,2010,Oil Production,m3,254992.90000
4805041,Kneehill County,2011,Oil Production,m3,253519.80000
4805041,Kneehill County,2012,Oil Production,m3,221017.50000
4805041,Kneehill County,2013,Oil Production,m3,185846.70000
4805041,Kneehill County,2014,Oil Production,m3,178226.80000
4805041,Kneehill County,2015,Oil Production,m3,153643.10000
4805041,Kneehill County,2016,Oil Production,m3,122112.40000
4805041,Kneehill County,2017,Oil Production,m3,155639.10000
4805041,Kneehill County,2018,Oil Production,m3,282740.90000
4805041,Kneehill County,2019,Oil Production,m3,425848.90000
4805041,Kneehill County,2020,Oil Production,m3,349634.90000
4805041,Kneehill County,2021,Oil Production,m3,420053.20000
4805041,Kneehill County,2022,Oil Production,m3,500241.60000
4805041,Kneehill County,2023,Oil Production,m3,706325.60000
4802001,Warner County No. 5,2023,Oil Production,m3,148868.80000
4802001,Warner County No. 5,2003,Oil Production,m3,216791.20000
4802001,Warner County No. 5,2004,Oil Production,m3,215700.70000
4802001,Warner County No. 5,2005,Oil Production,m3,183992.00000
4802001,Warner County No. 5,2006,Oil Production,m3,169412.00000
4802001,Warner County No. 5,2007,Oil Production,m3,189346.00000
4802001,Warner County No. 5,2008,Oil Production,m3,213066.70000
4802001,Warner County No. 5,2009,Oil Production,m3,172029.40000
4802001,Warner County No. 5,2010,Oil Production,m3,175971.80000
4802001,Warner County No. 5,2011,Oil Production,m3,159205.00000
4802001,Warner County No. 5,2012,Oil Production,m3,226933.70000
4802001,Warner County No. 5,2013,Oil Production,m3,331160.30000
4802001,Warner County No. 5,2014,Oil Production,m3,330303.90000
4802001,Warner County No. 5,2015,Oil Production,m3,288474.80000
4802001,Warner County No. 5,2016,Oil Production,m3,242341.30000
4802001,Warner County No. 5,2017,Oil Production,m3,227066.90000
4802001,Warner County No. 5,2018,Oil Production,m3,195193.90000
4802001,Warner County No. 5,2019,Oil Production,m3,167174.80000
4802001,Warner County No. 5,2020,Oil Production,m3,154347.20000
4802001,Warner County No. 5,2021,Oil Production,m3,140019.10000
4802001,Warner County No. 5,2022,Oil Production,m3,159154.80000
4807049,Wainwright No. 61,2003,Oil Production,m3,1885342.70000
4807049,Wainwright No. 61,2004,Oil Production,m3,1828147.50000
4807049,Wainwright No. 61,2005,Oil Production,m3,1729667.00000
4807049,Wainwright No. 61,2006,Oil Production,m3,1656312.00000
4807049,Wainwright No. 61,2007,Oil Production,m3,1586848.00000
4807049,Wainwright No. 61,2008,Oil Production,m3,1509336.90000
4807049,Wainwright No. 61,2009,Oil Production,m3,1456289.20000
4807049,Wainwright No. 61,2010,Oil Production,m3,1340204.00000
4807049,Wainwright No. 61,2011,Oil Production,m3,1361221.30000
4807049,Wainwright No. 61,2012,Oil Production,m3,1328138.10000
4807049,Wainwright No. 61,2013,Oil Production,m3,1302080.00000
4807049,Wainwright No. 61,2014,Oil Production,m3,1260639.40000
4807049,Wainwright No. 61,2015,Oil Production,m3,1197124.40000
4807049,Wainwright No. 61,2016,Oil Production,m3,1111041.00000
4807049,Wainwright No. 61,2017,Oil Production,m3,1076965.30000
4807049,Wainwright No. 61,2018,Oil Production,m3,1086449.60000
4807049,Wainwright No. 61,2019,Oil Production,m3,1031399.00000
4807049,Wainwright No. 61,2020,Oil Production,m3,809116.60000
4807049,Wainwright No. 61,2021,Oil Production,m3,895975.90000
4807049,Wainwright No. 61,2022,Oil Production,m3,837905.20000
4807049,Wainwright No. 61,2023,Oil Production,m3,917395.90000
4808001,Red Deer County,2023,Oil Production,m3,393226.00000
4808001,Red Deer County,2003,Oil Production,m3,416178.00000
4808001,Red Deer County,2004,Oil Production,m3,414075.90000
4808001,Red Deer County,2005,Oil Production,m3,368888.00000
4808001,Red Deer County,2006,Oil Production,m3,360557.00000
4808001,Red Deer County,2007,Oil Production,m3,370064.00000
4808001,Red Deer County,2008,Oil Production,m3,342236.60000
4808001,Red Deer County,2009,Oil Production,m3,316550.20000
4808001,Red Deer County,2010,Oil Production,m3,331788.30000
4808001,Red Deer County,2011,Oil Production,m3,416830.60000
4808001,Red Deer County,2012,Oil Production,m3,407617.10000
4808001,Red Deer County,2013,Oil Production,m3,511389.60000
4808001,Red Deer County,2014,Oil Production,m3,546189.80000
4808001,Red Deer County,2015,Oil Production,m3,622596.90000
4808001,Red Deer County,2016,Oil Production,m3,581118.90000
4808001,Red Deer County,2017,Oil Production,m3,451446.80000
4808001,Red Deer County,2018,Oil Production,m3,441079.80000
4808001,Red Deer County,2019,Oil Production,m3,468839.70000
4808001,Red Deer County,2020,Oil Production,m3,428338.60000
4808001,Red Deer County,2021,Oil Production,m3,451656.90000
4808001,Red Deer County,2022,Oil Production,m3,439321.30000
4805012,Wheatland County,2003,Oil Production,m3,261125.80000
4805012,Wheatland County,2004,Oil Production,m3,258325.40000
4805012,Wheatland County,2005,Oil Production,m3,240177.00000
4805012,Wheatland County,2006,Oil Production,m3,199976.00000
4805012,Wheatland County,2007,Oil Production,m3,199339.00000
4805012,Wheatland County,2008,Oil Production,m3,206289.80000
4805012,Wheatland County,2009,Oil Production,m3,191484.60000
4805012,Wheatland County,2010,Oil Production,m3,193040.80000
4805012,Wheatland County,2011,Oil Production,m3,217508.80000
4805012,Wheatland County,2012,Oil Production,m3,310999.20000
4805012,Wheatland County,2013,Oil Production,m3,380841.90000
4805012,Wheatland County,2014,Oil Production,m3,383840.70000
4805012,Wheatland County,2015,Oil Production,m3,327549.00000
4805012,Wheatland County,2016,Oil Production,m3,287203.70000
4805012,Wheatland County,2017,Oil Production,m3,280090.90000
4805012,Wheatland County,2018,Oil Production,m3,342543.00000
4805012,Wheatland County,2019,Oil Production,m3,388337.60000
4805012,Wheatland County,2020,Oil Production,m3,384982.60000
4805012,Wheatland County,2021,Oil Production,m3,327674.00000
4805012,Wheatland County,2022,Oil Production,m3,369023.30000
4805012,Wheatland County,2023,Oil Production,m3,347771.50000
4807019,Stettler County No. 6,2023,Oil Production,m3,92284.20000
4807019,Stettler County No. 6,2003,Oil Production,m3,464144.10000
4807019,Stettler County No. 6,2004,Oil Production,m3,418286.60000
4807019,Stettler County No. 6,2005,Oil Production,m3,409490.00000
4807019,Stettler County No. 6,2006,Oil Production,m3,367250.00000
4807019,Stettler County No. 6,2007,Oil Production,m3,326848.00000
4807019,Stettler County No. 6,2008,Oil Production,m3,306433.30000
4807019,Stettler County No. 6,2009,Oil Production,m3,276012.90000
4807019,Stettler County No. 6,2010,Oil Production,m3,243387.60000
4807019,Stettler County No. 6,2011,Oil Production,m3,225389.00000
4807019,Stettler County No. 6,2012,Oil Production,m3,217658.10000
4807019,Stettler County No. 6,2013,Oil Production,m3,191158.90000
4807019,Stettler County No. 6,2014,Oil Production,m3,174924.20000
4807019,Stettler County No. 6,2015,Oil Production,m3,151299.70000
4807019,Stettler County No. 6,2016,Oil Production,m3,128040.40000
4807019,Stettler County No. 6,2017,Oil Production,m3,120324.00000
4807019,Stettler County No. 6,2018,Oil Production,m3,111396.90000
4807019,Stettler County No. 6,2019,Oil Production,m3,103625.90000
4807019,Stettler County No. 6,2020,Oil Production,m3,93691.10000
4807019,Stettler County No. 6,2021,Oil Production,m3,100744.00000
4807019,Stettler County No. 6,2022,Oil Production,m3,105057.00000
4808022,Lacombe County,2003,Oil Production,m3,831595.20000
4808022,Lacombe County,2004,Oil Production,m3,750799.40000
4808022,Lacombe County,2005,Oil Production,m3,672784.00000
4808022,Lacombe County,2006,Oil Production,m3,591671.00000
4808022,Lacombe County,2007,Oil Production,m3,516866.00000
4808022,Lacombe County,2008,Oil Production,m3,463998.80000
4808022,Lacombe County,2009,Oil Production,m3,428202.80000
4808022,Lacombe County,2010,Oil Production,m3,380051.80000
4808022,Lacombe County,2011,Oil Production,m3,332245.90000
4808022,Lacombe County,2012,Oil Production,m3,267116.70000
4808022,Lacombe County,2013,Oil Production,m3,264793.30000
4808022,Lacombe County,2014,Oil Production,m3,259120.90000
4808022,Lacombe County,2015,Oil Production,m3,250713.00000
4808022,Lacombe County,2016,Oil Production,m3,268507.80000
4808022,Lacombe County,2017,Oil Production,m3,354094.50000
4808022,Lacombe County,2018,Oil Production,m3,536728.90000
4808022,Lacombe County,2019,Oil Production,m3,524533.20000
4808022,Lacombe County,2020,Oil Production,m3,446582.80000
4808022,Lacombe County,2021,Oil Production,m3,473917.20000
4808022,Lacombe County,2022,Oil Production,m3,430299.10000
4808022,Lacombe County,2023,Oil Production,m3,468329.00000
4807031,Flagstaff County,2023,Oil Production,m3,82089.20000
4807031,Flagstaff County,2003,Oil Production,m3,780233.90000
4807031,Flagstaff County,2004,Oil Production,m3,718281.20000
4807031,Flagstaff County,2005,Oil Production,m3,618604.00000
4807031,Flagstaff County,2006,Oil Production,m3,558787.00000
4807031,Flagstaff County,2007,Oil Production,m3,489559.00000
4807031,Flagstaff County,2008,Oil Production,m3,438071.30000
4807031,Flagstaff County,2009,Oil Production,m3,394519.30000
4807031,Flagstaff County,2010,Oil Production,m3,380854.60000
4807031,Flagstaff County,2011,Oil Production,m3,414091.00000
4807031,Flagstaff County,2012,Oil Production,m3,410512.60000
4807031,Flagstaff County,2013,Oil Production,m3,390032.90000
4807031,Flagstaff County,2014,Oil Production,m3,352340.60000
4807031,Flagstaff County,2015,Oil Production,m3,270496.20000
4807031,Flagstaff County,2016,Oil Production,m3,206587.50000
4807031,Flagstaff County,2017,Oil Production,m3,178604.50000
4807031,Flagstaff County,2018,Oil Production,m3,156894.80000
4807031,Flagstaff County,2019,Oil Production,m3,130939.60000
4807031,Flagstaff County,2020,Oil Production,m3,85500.90000
4807031,Flagstaff County,2021,Oil Production,m3,79970.30000
4807031,Flagstaff County,2022,Oil Production,m3,87895.90000
4807011,Paintearth County No. 18,2003,Oil Production,m3,136191.50000
4807011,Paintearth County No. 18,2004,Oil Production,m3,142737.60000
4807011,Paintearth County No. 18,2005,Oil Production,m3,142742.00000
4807011,Paintearth County No. 18,2006,Oil Production,m3,135877.00000
4807011,Paintearth County No. 18,2007,Oil Production,m3,126490.00000
4807011,Paintearth County No. 18,2008,Oil Production,m3,133104.20000
4807011,Paintearth County No. 18,2009,Oil Production,m3,124947.70000
4807011,Paintearth County No. 18,2010,Oil Production,m3,127737.50000
4807011,Paintearth County No. 18,2011,Oil Production,m3,194226.80000
4807011,Paintearth County No. 18,2012,Oil Production,m3,251848.80000
4807011,Paintearth County No. 18,2013,Oil Production,m3,210015.00000
4807011,Paintearth County No. 18,2014,Oil Production,m3,203816.90000
4807011,Paintearth County No. 18,2015,Oil Production,m3,170309.20000
4807011,Paintearth County No. 18,2016,Oil Production,m3,140993.70000
4807011,Paintearth County No. 18,2017,Oil Production,m3,135999.60000
4807011,Paintearth County No. 18,2018,Oil Production,m3,144346.50000
4807011,Paintearth County No. 18,2019,Oil Production,m3,155460.30000
4807011,Paintearth County No. 18,2020,Oil Production,m3,114709.20000
4807011,Paintearth County No. 18,2021,Oil Production,m3,110668.40000
4807011,Paintearth County No. 18,2022,Oil Production,m3,114217.80000
4807011,Paintearth County No. 18,2023,Oil Production,m3,161322.30000
4810001,Camrose County,2023,Oil Production,m3,32259.10000
4810001,Camrose County,2003,Oil Production,m3,109301.90000
4810001,Camrose County,2004,Oil Production,m3,97092.60000
4810001,Camrose County,2005,Oil Production,m3,88099.00000
4810001,Camrose County,2006,Oil Production,m3,95129.00000
4810001,Camrose County,2007,Oil Production,m3,83625.00000
4810001,Camrose County,2008,Oil Production,m3,64287.10000
4810001,Camrose County,2009,Oil Production,m3,49046.70000
4810001,Camrose County,2010,Oil Production,m3,41909.50000
4810001,Camrose County,2011,Oil Production,m3,36790.40000
4810001,Camrose County,2012,Oil Production,m3,35225.40000
4810001,Camrose County,2013,Oil Production,m3,42136.70000
4810001,Camrose County,2014,Oil Production,m3,45121.30000
4810001,Camrose County,2015,Oil Production,m3,38718.60000
4810001,Camrose County,2016,Oil Production,m3,29354.10000
4810001,Camrose County,2017,Oil Production,m3,35083.10000
4810001,Camrose County,2018,Oil Production,m3,49097.00000
4810001,Camrose County,2019,Oil Production,m3,40537.00000
4810001,Camrose County,2020,Oil Production,m3,41708.20000
4810001,Camrose County,2021,Oil Production,m3,44242.40000
4810001,Camrose County,2022,Oil Production,m3,43150.00000
4811056,Fort Saskatchewan,2003,Oil Production,m3,0.00000
4811056,Fort Saskatchewan,2004,Oil Production,m3,0.00000
4811056,Fort Saskatchewan,2005,Oil Production,m3,0.00000
4811056,Fort Saskatchewan,2006,Oil Production,m3,0.00000
4811056,Fort Saskatchewan,2007,Oil Production,m3,0.00000
4811056,Fort Saskatchewan,2012,Oil Production,m3,0.00000
4811061,Edmonton,2023,Oil Production,m3,3974.90000
4811061,Edmonton,2003,Oil Production,m3,37428.30000
4811061,Edmonton,2004,Oil Production,m3,26835.30000
4811061,Edmonton,2005,Oil Production,m3,25464.00000
4811061,Edmonton,2006,Oil Production,m3,21964.00000
4811061,Edmonton,2007,Oil Production,m3,22546.00000
4811061,Edmonton,2008,Oil Production,m3,20271.00000
4811061,Edmonton,2009,Oil Production,m3,18553.10000
4811061,Edmonton,2010,Oil Production,m3,16694.80000
4811061,Edmonton,2011,Oil Production,m3,15086.80000
4811061,Edmonton,2012,Oil Production,m3,13741.50000
4811061,Edmonton,2013,Oil Production,m3,14459.60000
4811061,Edmonton,2014,Oil Production,m3,11090.20000
4811061,Edmonton,2015,Oil Production,m3,6693.70000
4811061,Edmonton,2016,Oil Production,m3,5124.90000
4811061,Edmonton,2017,Oil Production,m3,6157.80000
4811061,Edmonton,2018,Oil Production,m3,6507.30000
4811061,Edmonton,2019,Oil Production,m3,5857.00000
4811061,Edmonton,2020,Oil Production,m3,5123.40000
4811061,Edmonton,2021,Oil Production,m3,3422.40000
4811061,Edmonton,2022,Oil Production,m3,3983.80000
4803001,Cardston County,2003,Oil Production,m3,54279.40000
4803001,Cardston County,2004,Oil Production,m3,54349.20000
4803001,Cardston County,2005,Oil Production,m3,56859.00000
4803001,Cardston County,2006,Oil Production,m3,76086.00000
4803001,Cardston County,2007,Oil Production,m3,89859.00000
4803001,Cardston County,2008,Oil Production,m3,82371.40000
4803001,Cardston County,2009,Oil Production,m3,76738.20000
4803001,Cardston County,2010,Oil Production,m3,73561.30000
4803001,Cardston County,2011,Oil Production,m3,76061.00000
4803001,Cardston County,2012,Oil Production,m3,88226.70000
4803001,Cardston County,2013,Oil Production,m3,82908.70000
4803001,Cardston County,2014,Oil Production,m3,94963.30000
4803001,Cardston County,2015,Oil Production,m3,110945.70000
4803001,Cardston County,2016,Oil Production,m3,71974.20000
4803001,Cardston County,2017,Oil Production,m3,67873.20000
4803001,Cardston County,2018,Oil Production,m3,77267.10000
4803001,Cardston County,2019,Oil Production,m3,76363.00000
4803001,Cardston County,2020,Oil Production,m3,79111.40000
4803001,Cardston County,2021,Oil Production,m3,62432.80000
4803001,Cardston County,2022,Oil Production,m3,55376.30000
4803001,Cardston County,2023,Oil Production,m3,47028.50000
4803003,Improvement District No.  4 Waterton,2012,Oil Production,m3,0.00000
4803003,Improvement District No.  4 Waterton,2003,Oil Production,m3,0.00000
4803003,Improvement District No.  4 Waterton,2004,Oil Production,m3,0.00000
4803003,Improvement District No.  4 Waterton,2005,Oil Production,m3,0.00000
4803003,Improvement District No.  4 Waterton,2006,Oil Production,m3,0.00000
4803003,Improvement District No.  4 Waterton,2007,Oil Production,m3,0.00000
4802031,Newell County,2003,Oil Production,m3,1237176.10000
4802031,Newell County,2004,Oil Production,m3,1221617.00000
4802031,Newell County,2005,Oil Production,m3,1255438.00000
4802031,Newell County,2006,Oil Production,m3,1229822.00000
4802031,Newell County,2007,Oil Production,m3,1162847.00000
4802031,Newell County,2008,Oil Production,m3,1107191.40000
4802031,Newell County,2009,Oil Production,m3,1086324.30000
4802031,Newell County,2010,Oil Production,m3,1080353.00000
4802031,Newell County,2011,Oil Production,m3,1105767.30000
4802031,Newell County,2012,Oil Production,m3,1118421.40000
4802031,Newell County,2013,Oil Production,m3,1123349.60000
4802031,Newell County,2014,Oil Production,m3,1203025.10000
4802031,Newell County,2015,Oil Production,m3,1126986.30000
4802031,Newell County,2016,Oil Production,m3,992412.10000
4802031,Newell County,2017,Oil Production,m3,1029570.00000
4802031,Newell County,2018,Oil Production,m3,1188762.30000
4802031,Newell County,2019,Oil Production,m3,1490613.40000
4802031,Newell County,2020,Oil Production,m3,1531472.30000
4802031,Newell County,2021,Oil Production,m3,1422895.90000
4802031,Newell County,2022,Oil Production,m3,1510810.80000
4802031,Newell County,2023,Oil Production,m3,1710110.30000
4808038,Ponoka County,2023,Oil Production,m3,278575.80000
4808038,Ponoka County,2003,Oil Production,m3,394888.20000
4808038,Ponoka County,2004,Oil Production,m3,372903.90000
4808038,Ponoka County,2005,Oil Production,m3,396932.00000
4808038,Ponoka County,2006,Oil Production,m3,379479.00000
4808038,Ponoka County,2007,Oil Production,m3,334362.00000
4808038,Ponoka County,2008,Oil Production,m3,347507.20000
4808038,Ponoka County,2009,Oil Production,m3,329380.70000
4808038,Ponoka County,2010,Oil Production,m3,310964.20000
4808038,Ponoka County,2011,Oil Production,m3,337075.60000
4808038,Ponoka County,2012,Oil Production,m3,407034.10000
4808038,Ponoka County,2013,Oil Production,m3,402577.30000
4808038,Ponoka County,2014,Oil Production,m3,399333.20000
4808038,Ponoka County,2015,Oil Production,m3,350212.50000
4808038,Ponoka County,2016,Oil Production,m3,293304.20000
4808038,Ponoka County,2017,Oil Production,m3,280173.80000
4808038,Ponoka County,2018,Oil Production,m3,293153.60000
4808038,Ponoka County,2019,Oil Production,m3,344437.00000
4808038,Ponoka County,2020,Oil Production,m3,305953.40000
4808038,Ponoka County,2021,Oil Production,m3,311596.30000
4808038,Ponoka County,2022,Oil Production,m3,314708.80000
4812037,Lac la Biche County,2003,Oil Production,m3,123.40000
4812037,Lac la Biche County,2004,Oil Production,m3,48.50000
4812037,Lac la Biche County,2005,Oil Production,m3,0.00000
4812037,Lac la Biche County,2006,Oil Production,m3,0.00000
4812037,Lac la Biche County,2007,Oil Production,m3,15706.00000
4812037,Lac la Biche County,2008,Oil Production,m3,566692.80000
4812037,Lac la Biche County,2009,Oil Production,m3,728651.70000
4812037,Lac la Biche County,2010,Oil Production,m3,775827.10000
4812037,Lac la Biche County,2011,Oil Production,m3,1725879.90000
4812037,Lac la Biche County,2012,Oil Production,m3,2872618.40000
4812037,Lac la Biche County,2013,Oil Production,m3,2924980.20000
4812037,Lac la Biche County,2014,Oil Production,m3,4441642.70000
4812037,Lac la Biche County,2015,Oil Production,m3,6747240.30000
4812037,Lac la Biche County,2016,Oil Production,m3,8588656.10000
4812037,Lac la Biche County,2017,Oil Production,m3,8938917.20000
4812037,Lac la Biche County,2018,Oil Production,m3,7919413.30000
4812037,Lac la Biche County,2019,Oil Production,m3,7387002.90000
4812037,Lac la Biche County,2020,Oil Production,m3,10252059.30000
4812037,Lac la Biche County,2021,Oil Production,m3,11312085.10000
4812037,Lac la Biche County,2022,Oil Production,m3,10990815.60000
4812037,Lac la Biche County,2023,Oil Production,m3,11106363.30000
4809002,Clearwater County,2023,Oil Production,m3,1222405.60000
4809002,Clearwater County,2003,Oil Production,m3,1126427.20000
4809002,Clearwater County,2004,Oil Production,m3,1121287.40000
4809002,Clearwater County,2005,Oil Production,m3,1172304.00000
4809002,Clearwater County,2006,Oil Production,m3,1145801.00000
4809002,Clearwater County,2007,Oil Production,m3,1031906.00000
4809002,Clearwater County,2008,Oil Production,m3,998323.30000
4809002,Clearwater County,2009,Oil Production,m3,931319.00000
4809002,Clearwater County,2010,Oil Production,m3,944568.20000
4809002,Clearwater County,2011,Oil Production,m3,1163631.90000
4809002,Clearwater County,2012,Oil Production,m3,1328428.10000
4809002,Clearwater County,2013,Oil Production,m3,1573884.30000
4809002,Clearwater County,2014,Oil Production,m3,1686595.90000
4809002,Clearwater County,2015,Oil Production,m3,1518019.10000
4809002,Clearwater County,2016,Oil Production,m3,1219723.70000
4809002,Clearwater County,2017,Oil Production,m3,1208357.20000
4809002,Clearwater County,2018,Oil Production,m3,1483658.60000
4809002,Clearwater County,2019,Oil Production,m3,1618930.80000
4809002,Clearwater County,2020,Oil Production,m3,1344693.90000
4809002,Clearwater County,2021,Oil Production,m3,1130179.80000
4809002,Clearwater County,2022,Oil Production,m3,1284902.80000
4810026,Minburn County No. 27,2003,Oil Production,m3,188304.70000
4810026,Minburn County No. 27,2004,Oil Production,m3,188576.10000
4810026,Minburn County No. 27,2005,Oil Production,m3,167242.00000
4810026,Minburn County No. 27,2006,Oil Production,m3,147750.00000
4810026,Minburn County No. 27,2007,Oil Production,m3,137832.00000
4810026,Minburn County No. 27,2008,Oil Production,m3,134490.90000
4810026,Minburn County No. 27,2009,Oil Production,m3,122430.90000
4810026,Minburn County No. 27,2010,Oil Production,m3,120296.30000
4810026,Minburn County No. 27,2011,Oil Production,m3,150743.70000
4810026,Minburn County No. 27,2012,Oil Production,m3,259258.90000
4810026,Minburn County No. 27,2013,Oil Production,m3,286598.40000
4810026,Minburn County No. 27,2014,Oil Production,m3,267891.70000
4810026,Minburn County No. 27,2015,Oil Production,m3,204885.90000
4810026,Minburn County No. 27,2016,Oil Production,m3,164000.10000
4810026,Minburn County No. 27,2017,Oil Production,m3,147992.50000
4810026,Minburn County No. 27,2018,Oil Production,m3,141971.40000
4810026,Minburn County No. 27,2019,Oil Production,m3,137540.20000
4810026,Minburn County No. 27,2020,Oil Production,m3,106954.90000
4810026,Minburn County No. 27,2021,Oil Production,m3,104499.90000
4810026,Minburn County No. 27,2022,Oil Production,m3,119364.00000
4810026,Minburn County No. 27,2023,Oil Production,m3,122119.10000
4813028,Westlock County,2023,Oil Production,m3,97037.80000
4813028,Westlock County,2003,Oil Production,m3,2277.20000
4813028,Westlock County,2004,Oil Production,m3,3969.70000
4813028,Westlock County,2005,Oil Production,m3,2682.00000
4813028,Westlock County,2006,Oil Production,m3,2724.00000
4813028,Westlock County,2007,Oil Production,m3,3166.00000
4813028,Westlock County,2008,Oil Production,m3,2954.00000
4813028,Westlock County,2009,Oil Production,m3,2305.50000
4813028,Westlock County,2010,Oil Production,m3,3081.90000
4813028,Westlock County,2011,Oil Production,m3,5851.00000
4813028,Westlock County,2012,Oil Production,m3,4894.80000
4813028,Westlock County,2013,Oil Production,m3,6127.20000
4813028,Westlock County,2014,Oil Production,m3,5644.00000
4813028,Westlock County,2015,Oil Production,m3,4442.70000
4813028,Westlock County,2016,Oil Production,m3,8711.00000
4813028,Westlock County,2017,Oil Production,m3,20454.20000
4813028,Westlock County,2018,Oil Production,m3,24162.00000
4813028,Westlock County,2019,Oil Production,m3,39527.70000
4813028,Westlock County,2020,Oil Production,m3,29456.90000
4813028,Westlock County,2021,Oil Production,m3,40116.60000
4813028,Westlock County,2022,Oil Production,m3,95034.40000
4813029,Woodlands County,2003,Oil Production,m3,717666.50000
4813029,Woodlands County,2004,Oil Production,m3,644090.40000
4813029,Woodlands County,2005,Oil Production,m3,586277.00000
4813029,Woodlands County,2006,Oil Production,m3,553238.00000
4813029,Woodlands County,2007,Oil Production,m3,494025.00000
4813029,Woodlands County,2008,Oil Production,m3,490785.50000
4813029,Woodlands County,2009,Oil Production,m3,456428.80000
4813029,Woodlands County,2010,Oil Production,m3,521549.00000
4813029,Woodlands County,2011,Oil Production,m3,616538.80000
4813029,Woodlands County,2012,Oil Production,m3,721600.70000
4813029,Woodlands County,2013,Oil Production,m3,510912.00000
4813029,Woodlands County,2014,Oil Production,m3,412753.20000
4813029,Woodlands County,2015,Oil Production,m3,329507.50000
4813029,Woodlands County,2016,Oil Production,m3,287990.90000
4813029,Woodlands County,2017,Oil Production,m3,258677.70000
4813029,Woodlands County,2018,Oil Production,m3,231012.10000
4813029,Woodlands County,2019,Oil Production,m3,191157.60000
4813029,Woodlands County,2020,Oil Production,m3,138429.10000
4813029,Woodlands County,2021,Oil Production,m3,151127.60000
4813029,Woodlands County,2022,Oil Production,m3,187507.20000
4813029,Woodlands County,2023,Oil Production,m3,201489.00000
4813018,Barrhead County No. 11,2023,Oil Production,m3,8470.40000
4813018,Barrhead County No. 11,2003,Oil Production,m3,19935.10000
4813018,Barrhead County No. 11,2004,Oil Production,m3,16441.50000
4813018,Barrhead County No. 11,2005,Oil Production,m3,19628.00000
4813018,Barrhead County No. 11,2006,Oil Production,m3,17271.00000
4813018,Barrhead County No. 11,2007,Oil Production,m3,24200.00000
4813018,Barrhead County No. 11,2008,Oil Production,m3,24792.20000
4813018,Barrhead County No. 11,2009,Oil Production,m3,18585.50000
4813018,Barrhead County No. 11,2010,Oil Production,m3,16802.90000
4813018,Barrhead County No. 11,2011,Oil Production,m3,17734.30000
4813018,Barrhead County No. 11,2012,Oil Production,m3,16921.10000
4813018,Barrhead County No. 11,2013,Oil Production,m3,15104.40000
4813018,Barrhead County No. 11,2014,Oil Production,m3,18945.10000
4813018,Barrhead County No. 11,2015,Oil Production,m3,14479.30000
4813018,Barrhead County No. 11,2016,Oil Production,m3,11762.50000
